         1         1            1258.250            1677.250            1181.500            1169.000            1112.500            1192.000             895.250            1261.500            1469.750
         1         2            1208.138            1761.650            1339.750            1271.863            1094.037            1152.438             961.187            1261.500            1490.850
         1         3            1288.587            1634.778            1105.381            1109.429            1137.873            1231.714             854.984            1258.190            1457.063
         1         4            1021.714            1785.929            1411.643            1514.214             933.500            1000.214             978.357            1223.143            1578.429
         1         5            1707.250            1284.375            1013.125             832.250            1561.500            1697.125             783.000            1261.500            1076.875
         1         6            1415.231            1496.187             875.989             872.868            1307.527            1468.275             685.330            1229.516            1404.495
         1         7            1217.748            1741.299            1305.832            1262.252            1026.766            1076.121             986.626            1193.664            1398.140
         1         8            1034.740            1810.040            1452.660            1509.780             952.900            1011.300             997.480            1229.240            1571.500
         1         9            1655.900            1349.550            1102.000             903.350            1525.950            1647.750             822.500            1261.500            1110.450
         1        10            1307.200            1365.400            1207.667             644.467            1457.267            1515.667             664.000             997.333            1094.600
         1        11            1189.985            1776.544            1349.059            1299.324            1081.471            1136.147             963.515            1261.500            1494.574
         1        12             925.143            1466.036             910.679            1459.893             891.250            1114.893             634.321            1102.429            1638.786
         1        13            1564.141            1357.988             857.012             820.282            1402.306            1554.224             712.882            1250.776            1247.000
         1        14            1020.455            1818.682            1460.773            1530.591             942.318             998.955             999.773            1228.182            1575.909
         1        15            1727.286            1255.500             959.500             791.000            1578.000            1723.643             754.714            1259.143            1069.214
         1        16            1733.100            1248.350             957.850             792.100            1573.600            1716.650             761.000            1258.200            1057.350
         1        17            1552.071            1347.857            1175.357            1072.071            1448.643            1577.214             839.429            1233.286            1140.357
         1        18            1715.500            1247.250             967.750             774.500            1578.000            1717.750             750.000            1245.000            1056.250
         1        19            1662.364            1342.727            1098.409             904.068            1534.568            1656.727             818.909            1261.500            1099.318
         1        20            1732.000            1244.500             959.500             787.333            1574.333            1716.833             757.333            1259.667            1057.167
         1        21            1308.500            1433.571             799.143             968.214            1240.643            1446.929             604.214            1178.286            1458.571
         1        22            1450.808            1460.271             842.106             833.903            1342.427            1511.306             665.339            1228.161            1378.066
         1        23            1431.833            1467.048             841.429             828.143            1332.262            1499.786             658.393            1219.690            1387.214
         1        24            1368.987            1532.451             893.418             941.320            1276.745            1429.059             686.876            1228.954            1413.209
         1        25            1421.847            1547.751            1183.175            1093.434            1185.693            1258.788             937.497            1160.032            1182.831
         1        26             989.981            1672.248            1227.505            1379.743             746.438             789.610            1045.371            1037.010            1279.619
         1        27            1019.340            1894.300            1384.800            1566.280             831.320             831.320            1033.020            1140.360            1367.540
         1        28             945.737            1444.408             892.184            1415.966             964.927            1215.765             578.927            1080.101            1631.637
         1        29            1151.625            1645.625            1401.250            1462.250            1079.000            1166.500             952.375            1212.750            1438.125
         1        30            1003.700            1808.100            1454.600            1535.000             923.800             982.200            1003.300            1217.600            1571.500
         1        31            1238.533            1365.400            1248.867             713.133            1416.067            1474.467             664.000             969.867            1108.333
         1        32            1685.333            1295.122             957.169             795.661            1559.354            1711.989             736.069            1249.820            1118.159
         1        33            1225.333            1269.889            1207.667             521.667            1552.778            1583.889             527.556             860.889             917.222
         1        34            1011.740            1902.300            1392.800            1577.080             836.520             836.520            1030.220            1149.960            1381.940
         1        35             922.657            1449.671             886.443            1453.471             896.014            1129.186             613.814            1094.971            1640.857
         1        36             918.100            1454.850             892.450            1461.550             891.250            1122.350             617.750            1095.800            1642.100
         1        37             899.200            1534.200            1008.400            1516.600             919.000            1134.200             650.000            1097.600            1641.200
         1        38             991.540            1893.300            1418.800            1598.680             836.920             846.920            1029.620            1159.160            1425.740
         1        39            1122.556            1269.889            1269.333             624.444            1491.111            1522.222             527.556             819.778             937.778
         1        40             924.327            1821.061            1487.898            1602.449             845.714             887.122             985.020            1204.388            1572.102
         1        41            1523.528            1172.575             909.745            1023.189            1445.321            1654.934             659.943            1173.849            1156.877
         1        42            1699.153            1281.412             954.318             801.365            1578.000            1730.306             731.024            1250.259            1092.165
         1        43            1684.600            1240.267             868.933             905.267            1444.267            1563.067             761.000            1161.200             887.600
         1        44            1408.124            1274.809            1117.348            1228.910            1356.258            1536.393             757.787            1168.831            1202.663
         1        45            1369.912            1360.787            1297.431            1353.106            1299.949            1435.366             875.176            1180.806            1193.218
         1        46            1346.714            1347.857            1298.571            1277.429            1325.429            1454.000             839.429            1151.143            1181.429
         1        47            1255.600            1214.400            1132.000             446.000            1578.000            1619.200             487.200             850.800             892.000
         1        48            1536.404            1416.821            1109.523            1150.430            1332.662            1404.808             870.775            1139.245             917.788
         1        49            1057.180            1352.376             717.947            1231.134            1055.053            1330.935             495.953            1085.491            1582.298
         1        50            1100.444            1385.167             708.278            1185.611            1108.167            1370.500             488.722            1103.556            1546.889
         1        51            1058.975            1357.025             730.101            1229.747            1069.165            1347.494             492.772            1082.228            1581.646
         1        52            1448.769            1451.533             816.476             854.582            1355.533            1526.160             641.164            1225.831            1353.018
         1        53            1201.737            1519.632            1136.632            1216.579             928.737             993.105             993.737            1034.947            1116.895
         1        54            1389.182            1544.485            1163.576            1256.758            1120.364            1164.061             944.030            1081.636             983.576
         1        55             948.714            1673.214            1236.071            1417.643             712.071             755.643            1052.071            1026.143            1287.286
         1        56            1012.442            1639.896            1205.662            1358.416             759.935             806.506            1040.117            1025.779            1242.013
         1        57             945.214            1718.714            1253.571            1459.643             705.071             734.643            1055.571            1029.643            1276.786
         1        58            1145.400            1755.143            1286.571            1540.086             906.629             906.629            1001.914            1071.600            1100.686
         1        59             887.550            1837.000            1327.500            1617.850             665.150             665.150            1067.400            1042.950            1293.050
         1        60            1251.985            1362.000            1183.077            1383.708            1218.631            1393.400             782.200            1151.662            1311.585
         1        61             927.242            1442.364             878.848            1442.152             914.212            1155.121             597.909            1088.667            1639.424
         1        62             898.794            1489.178             942.692            1493.075             927.112            1164.215             603.355            1082.187            1644.850
         1        63            1348.264            1343.208            1306.321            1367.321            1285.132            1421.453             864.226            1177.491            1195.377
         1        64             780.114            1725.386            1352.500            1631.930             630.424             681.070            1065.335            1044.418            1422.873
         1        65             771.111            1742.222            1449.222            1656.000             679.111             729.444            1007.333            1118.111            1537.889
         1        66            1470.101            1200.602             903.646            1046.196            1418.144            1639.107             635.855            1158.716            1206.985
         1        67            1260.941            1235.765            1118.647             472.706            1578.000            1629.882             484.529             866.824             918.706
         1        68            1154.265            1744.968            1281.742            1547.465             921.665             921.665             995.052            1072.219            1080.232
         1        69             861.550            1837.000            1327.500            1635.850             647.150             647.150            1069.400            1038.950            1297.050
         1        70             931.439            1435.148             863.138            1434.219             909.862            1150.464             595.913            1090.918            1637.480
         1        71             903.833            1467.333             908.500            1481.167             900.167            1134.833             608.833            1088.667            1645.667
         1        72             904.791            1494.528             968.994            1508.080             932.313            1162.423             619.380            1086.417            1630.816
         1        73             866.200            1501.200             972.400            1522.600             889.000            1116.200             635.000            1073.600            1638.200
         1        74             888.921            1495.368             947.868            1508.605             913.289            1146.763             610.026            1083.895            1648.053
         1        75             899.854            1491.236             935.558            1491.302             929.905            1166.477             598.749            1083.206            1641.854
         1        76            1137.400            1732.286            1305.143            1568.371             924.057             934.057             993.629            1079.600            1116.971
         1        77             839.050            1827.000            1352.500            1658.350             644.650             654.650            1069.400            1046.450            1339.550
         1        78            1060.216            1476.110            1404.273            1560.637             992.057            1075.278             870.037            1141.669            1289.869
         1        79             779.286            1581.429            1166.286            1596.143             625.000             716.857             802.143            1128.714            1584.714
         1        80            1497.525            1195.112             904.891            1033.590            1444.627            1660.481             638.447            1165.528            1177.680
         1        81            1356.897            1334.017            1254.774            1351.485            1297.680            1448.936             841.180            1169.412            1203.824
         1        82            1323.615            1282.410            1183.077            1312.077            1306.179            1480.949             766.282            1135.744            1216.077
         1        83            1367.175            1372.831            1285.934            1366.792            1279.694            1405.257             880.650            1164.383            1154.350
         1        84            1059.813            1372.743             696.948            1228.196            1080.272            1354.326             470.516            1087.928            1566.892
         1        85            1362.000            1541.000            1158.000            1270.000            1089.000            1132.000             951.000            1067.000             978.000
         1        86            1234.733            1676.444            1239.778            1442.244             983.200             998.089             980.644            1071.600            1047.511
         1        87            1154.333            1744.933            1281.467            1546.467             920.667             920.667             995.533            1071.600            1080.267
         1        88            1344.146            1332.344            1285.732            1365.306            1285.395            1428.987             849.420            1172.497            1200.108
         1        89            1338.558            1337.610            1308.286            1375.597            1275.545            1410.675             860.416            1173.442            1190.078
         1        90             697.388            1713.671            1409.165            1686.682             578.541             626.318            1031.624            1055.894            1481.212
         1        91             785.600            1575.600            1152.200            1590.800             758.800             917.800             790.000            1067.400            1588.600
         1        92             776.286            1612.857            1413.000            1656.000             684.286             750.143             976.286            1076.714            1439.571
         1        93             708.545            1646.727            1324.091            1656.000             586.909             657.000             938.182            1085.182            1541.182
         1        94            1150.600            1740.667            1287.333            1552.867             922.800             925.467             994.467            1073.733            1088.267
