         2         1            -258.800             258.800             129.400             129.400             258.800             258.800             258.800            -258.800             258.800
         2         2            -342.280             342.280             -37.560             296.360              91.840             425.760             175.320            -342.280             425.760
         2         3             -44.800              44.800             557.400             -84.600             472.800              44.800             686.800            -472.800            -169.200
         2         4            -151.000             305.000             114.000             191.000             228.000             305.000             228.000            -151.000             228.000
         2         5            -119.667             119.667             268.533             129.400             537.067             258.800             537.067              19.467             119.667
         2         6            -205.956             344.122            -225.467             364.522            -132.911             503.133              26.100            -205.956             457.078
         2         7            -285.843             285.843              75.313             277.548             110.652             406.948             325.817            -473.965             312.887
         2         8            -200.600             354.600              14.800             290.200             128.800             404.200             178.400            -200.600             327.200
         2         9            -529.923             362.385             -77.769             202.538              68.385             432.462             222.231            -529.923             432.462
         2        10             -54.057              54.057             538.886             -56.829             445.029              72.571             686.800            -500.571            -150.686
         2        11             -92.183             -48.211             603.028            -170.592             537.732             -13.113             690.310            -502.634            -270.986
         2        12               1.105              64.474             550.842             -58.368             459.684              64.474             673.684            -426.895            -182.316
         2        13             -83.227              83.227             326.836             107.536             588.082             236.936             609.945              26.755              61.364
         2        14             373.400             236.600            -273.600             236.600            -273.600             373.400            -136.800             373.400             136.800
         2        15               7.000             147.000             430.000              33.000             386.000             147.000             544.000            -309.000             -88.000
         2        16            -450.000             374.000              -1.000              99.000             136.000             374.000             274.000            -450.000             274.000
         2        17             -68.333             222.333             196.667             191.000             393.333             305.000             393.333              14.333             145.333
         2        18            -148.818             -26.091             344.327              33.200             688.655             197.582             601.200              74.855             -26.091
         2        19              20.625              69.562             216.425             135.412             492.975             270.825             523.038             191.825              69.562
         2        20            -236.273             148.818             221.891              94.418             487.509             276.291             531.236            -108.800             148.818
         2        21            -257.910             293.535              12.430             297.528              50.297             429.303             268.098            -421.977             335.395
         2        22              38.902             359.488            -276.024             397.732            -223.122             523.951             -58.659              38.902             361.415
         2        23            -464.267             360.267            -128.600             235.367               4.317             454.700             171.400            -464.267             440.933
         2        24              32.488             187.712            -120.464             286.864              48.656             430.944             193.448             130.928             259.104
         2        25            -282.283             286.391              68.739             279.739             103.804             409.413             320.065            -468.761             314.804
         2        26            -164.652             318.652              86.696             278.217             140.783             392.217             274.261            -284.478             255.304
         2        27            -316.776             288.431              70.137             261.404             106.955             407.810             335.923            -507.608             312.394
         2        28            -284.402             284.402              77.491             276.597             113.014             405.997             328.486            -472.861             310.709
