f1,f2,f3,f4,f5,f6,f7,f8,f9
-280.875,-253.875,226.875,-27,138.125,280.875,280.875,280.875,253.875
-114.5,168.833,-73.833,-94.167,-73.833,114.5,303.667,-74.667,20.333
-62.333,68.25,-43.333,62.333,62.333,43.333,173.917,-192.917,43.333
-168,4.85,168,104.6,104.6,-41.2,131.65,-214.05,-41.2
-110.143,90.25,110.143,67.357,110.143,-24.571,175.821,-224.964,-24.571
-62.333,-56.417,-168,0,62.333,292.667,298.583,56.417,292.667
-125.111,-40.722,20.333,0,125.111,229.889,314.278,40.722,229.889
-185.345,-99.31,185.345,0,61.586,185.345,271.379,99.31,185.345
-223,-185.833,121.667,-101.333,121.667,223,260.167,185.833,324.333
-112.523,-112.523,-93.614,82.409,82.409,153.841,153.841,-52.295,153.841
-233.779,-100.397,233.779,130.912,130.912,-28.044,105.338,-161.426,-28.044
-386.455,-386.455,386.455,299.545,359.091,-212.636,-212.636,-212.636,-212.636
-270,-189.5,270,94,270,82,162.5,1.5,82
-364,-364,354,282,364,-190,-190,-200,-190
-171,-89.5,-187.5,-81.5,8,366.5,366.5,171,285
-77.125,-77.125,-150.25,0,68.25,304.5,304.5,77.125,304.5
-62.333,-62.333,-174.762,-3.381,58.952,296.048,296.048,62.333,299.429
-138.4,-138.4,-40.8,0,138.4,317.6,317.6,138.4,317.6
-95.083,0,-313.917,-215.583,-215.583,193.417,193.417,95.083,218.833
-347.875,13.25,-151.625,-249.75,-151.625,347.875,459.25,236.5,98.125
-236.5,-209.5,172.5,-27,182.5,246.5,246.5,236.5,219.5
-229.75,-229.75,219.75,13.5,229.75,212.75,212.75,202.75,212.75
-279.188,-279.188,279.188,13.5,180.312,252.187,252.187,252.187,252.187
-170,-130.5,54,0,170,286,325.5,130.5,286
-246.7,-246.7,135.3,0,172.3,358.1,358.1,246.7,358.1
-270.75,-270.75,243.75,-27,148.25,270.75,270.75,270.75,297.75
-348.05,3.25,-162.15,-250.1,-152.15,358.05,459.25,246.85,107.95
-347.875,0.725,-134.925,-241.4,-143.275,347.875,455.075,240.675,106.475
-319.691,-56.091,-159.527,-285.836,-159.527,319.691,389.909,249.473,218.764
-196.25,-81.083,-212.75,-115.167,-34.083,374.917,374.917,196.25,259.75
-271,-244,138,-27,148,350,350,271,323
-286.059,-159.941,-122.941,-272.882,-112.941,296.059,296.059,286.059,316.706
-165.308,109.558,10.846,-26.423,10.846,63.692,261.327,-133.942,-13.538
-187.889,22.056,-73.833,-94.167,-0.444,261.278,377.056,72.111,167.111
-212.86,-44.28,90.1,-61.38,-8.26,212.86,320.06,105.66,151.48
-285.741,-2.407,-98.296,-216.481,-98.296,285.741,401.519,169.963,167.111
-245.121,-118.543,245.121,96.888,135.448,51.345,177.922,-75.233,51.345
-268.401,-159.007,268.401,75.27,157.62,117.861,227.255,8.467,117.861
-236.143,-224.352,122.824,0,159.275,349.462,361.253,224.352,349.462
-223,-187.556,118.222,-97.889,125.111,229.889,265.333,187.556,327.778
-268.473,-250.253,205.033,-63.44,114.088,268.473,286.692,250.253,331.912
-243.667,-149.667,70,-132.333,70,243.667,296.333,191,293.333
-150.187,-150.187,-33.35,14.613,97.475,304.5,304.5,120.962,304.5
-314.943,-243.432,314.943,85.011,216.068,144.92,216.432,73.409,144.92
-305.5,-305.5,237,106.5,247,161,161,92.5,161
-266.364,-193.136,256.364,86.727,266.364,102.909,176.136,19.682,102.909
-277.667,-22.833,-107.5,-161.5,-45.333,339.833,433.167,184.333,178.333
-196.25,-120.361,-134.194,-75.889,24.833,374.917,374.917,196.25,299.028
-206.647,-98.412,-202.353,-149.824,-51.412,357.588,357.588,206.647,290.941
-169.13,-147.481,-52.833,-21.648,79.074,347.796,347.796,169.13,326.148
-200.769,-200.769,52.077,0,135.692,349.462,349.462,200.769,349.462
-199.857,-96.714,-209.143,-175.286,-78.571,330.429,330.429,199.857,299.429
-199,-199,40,-101,98,257,257,199,358
-238.938,-238.938,117.187,0,167.125,360.688,360.688,238.938,360.688
-342.875,3.25,-146.625,-239.75,-136.625,352.875,459.25,236.5,113.125
-319.4,-20.92,-111.76,-238.36,-111.76,319.4,425.08,213.72,172.16
-268.3,-268.3,181.2,13.5,191.2,328.4,328.4,241.3,328.4
-243.889,-241.333,127.889,0,170,359.889,362.444,241.333,359.889
-260.2,-260.2,148.8,-27,158.8,344.6,344.6,260.2,371.6
-336.406,-29.094,-114.281,-213.875,-104.281,359.344,452.781,242.969,145.469
-319.4,-58.143,-158.057,-274.657,-148.057,329.4,397.857,250.943,218.457
-317.791,-75.086,-39.861,-202.893,-74.684,317.791,405.738,229.845,211.166
-319.4,-56.867,-159.333,-284.867,-158.267,320.467,390.2,249.667,219.733
-319.4,-55,-157.2,-283.8,-157.2,319.4,391,247.8,217.6
-310.467,-83.667,-150.4,-275.933,-140.4,320.467,372.333,258.6,246.533
-259.966,-259.966,146.69,-29.345,156.69,343.897,343.897,259.966,373.241
-244.455,-130.818,-164.545,-214.636,-83.818,325.182,325.182,244.455,312.545
-275.775,-115.06,194.959,25.128,99.22,144.702,265.009,24.394,104.294
-257.614,-126.904,21.247,-75.151,50.265,343.681,399.241,202.054,268.53
-315.483,-55,-67.103,-217.207,-86.69,315.483,410.586,220.379,201.931
-259.098,-258.195,146.073,-26.78,158.098,345.341,346.244,258.195,372.122
-251,-242,140,-45,150,317,326,242,362
-223,-193,112,-101,122,233,263,193,334
-260.138,-259.514,147.615,-28.248,157.615,344.413,345.037,259.514,372.661
-273.373,-263.227,186.273,23.645,196.273,313.182,323.327,215.936,313.182
-290,-103,-33.5,-124.5,4,364.5,427,227.5,240
-319.4,-24.92,-113.76,-230.36,-103.76,329.4,431.08,217.72,174.16
-257.824,-257.824,142.941,-27.471,156.824,345.235,345.235,257.824,372.706
-313.571,-87.286,-53.143,-175.571,-43.143,352.714,427,239.286,224.286
-312.435,-89.369,-36.29,-185.039,-51.475,332.075,411.094,233.416,229.02
-262.067,-253.067,140,-33.933,150,344.667,348.133,258.6,367.533
