YS(Mpa),UTS(Mpa),%EL,Charpy Energy at -80 C
736.9963,839.2397,29.258696,67.011986
664.77795,856.698,30.475468,66.491196
733.3536,1057.8352,26.1031,40.91868
657.6088,988.2649,26.155127,68.82478
714.88214,845.99567,32.766197,40.8828
768.84174,1005.88055,19.59572,63.366425
740.10425,1026.7024,24.96811,58.20122
769.5596,1067.6172,24.715084,53.04092
707.94037,1081.4713,24.688814,55.666992
774.1766,980.187,20.202663,54.73401
798.34344,766.074,32.938812,62.40432
713.9085,748.39197,36.584564,48.81434
614.3557,826.2126,37.96288,53.4526
636.259,682.7026,37.986885,60.58767
629.5531,711.1263,34.17801,69.542755
660.9188,1087.9298,25.928354,52.855553
737.43,990.2771,18.658728,67.46872
676.7896,827.98773,26.312319,68.2629
694.47534,751.64606,36.012302,62.60128
680.40344,1099.475,24.523,42.738655
770.3097,1045.131,24.980957,52.91782
741.4761,1067.5044,25.798672,41.482983
769.97504,1061.6235,24.640617,53.159317
700.1997,1004.85754,25.943474,67.04926
714.8085,1093.8395,23.523146,47.092094
763.3275,861.7986,24.76534,63.50135
597.25507,1025.8113,26.00115,64.773384
775.58484,830.2321,25.813126,52.45133
692.6365,904.2906,32.196495,54.466747
748.2544,1011.77625,24.922453,66.65445
764.18854,1041.8727,20.150043,63.366425
768.1078,880.91907,30.00981,62.11496
682.75836,1079.4202,27.226662,35.979027
777.99927,1043.5623,24.198011,45.80769
706.4297,846.61816,33.557877,41.70692
703.5887,1030.3335,20.570726,66.15302
711.5522,780.4694,31.729128,65.33148
620.1621,741.33435,37.231747,62.90781
580.37067,1008.61847,27.827002,55.77829
630.81775,1093.2909,27.28899,42.019794
760.15424,1049.541,23.991638,62.878044
663.7681,1043.4238,24.80871,65.056175
708.3243,1076.4572,26.113438,42.019794
728.0385,1041.0049,24.776213,63.158115
760.4431,1074.8765,23.972183,54.29202
640.76605,774.184,36.434055,64.58131
635.6726,813.20197,37.531746,46.53621
707.4809,1076.5939,26.233725,39.817547
619.153,1088.1829,26.918295,54.519833
773.2059,1063.3661,22.511671,54.267334
776.763,1056.4357,24.51377,49.386597
774.84717,1079.0126,21.843264,53.22114
749.91766,767.6141,31.1931,66.06485
717.7391,873.67773,24.906887,68.63772
774.4351,841.50055,26.72508,42.064823
686.069,846.23376,36.671665,51.07628
761.151,907.2808,30.108969,44.82494
650.8476,728.0877,35.30765,68.19068
586.5511,737.54913,34.602226,70.03011
727.263,884.697,31.426357,57.239143
628.4973,977.92267,21.848185,69.41016
757.72833,791.91,34.451805,52.313503
793.22076,776.01117,33.840267,52.679585
707.16846,1056.7285,26.000076,46.51282
667.25995,766.9112,34.5812,67.38713
683.4764,1039.7351,25.09814,65.90866
651.331,1063.8021,26.525808,53.945324
594.5563,998.2759,27.433647,57.137
593.7445,1022.3664,26.529772,58.550327
610.5816,1035.245,27.28967,50.24116
773.77625,1061.4327,23.736845,53.22114
772.05054,1060.3931,24.664923,54.03238
754.8161,814.2632,32.545326,62.67272
698.8008,785.45544,33.058884,66.4264
673.7428,763.27576,37.119957,64.17519
753.186,999.24713,26.061138,26.130297
708.8422,1094.2335,24.036276,46.257248
749.5448,861.80927,26.091223,65.94492
756.45667,1081.8463,23.791157,54.74546
798.47565,795.11163,33.454456,61.911697
688.61774,812.8235,33.650185,64.558014
697.61975,818.1774,33.91204,63.143463
736.1789,989.20264,18.876873,67.46872
707.118,1065.3306,24.760313,58.91301
736.50995,716.6502,31.059242,67.044685
691.78107,1061.8079,25.77107,62.4566
664.3746,806.96423,33.33156,66.19577
636.8638,1004.2614,25.786263,68.677376
728.1719,1009.48566,25.116373,67.04926
671.7463,834.6683,34.531773,53.584343
749.26495,846.38806,26.113087,66.459785
794.12024,779.7151,33.463852,62.40432
727.6305,1018.75323,24.68502,63.383694
710.03503,775.5203,35.901398,64.17519
710.1299,901.81287,30.578579,62.867184
642.3891,1083.454,26.22203,55.936115
674.81506,843.95496,32.819664,54.097137
773.9855,1072.4377,23.85159,45.75648
675.13,832.42847,29.850258,67.84037
738.5018,869.7599,29.917765,64.21916
604.4611,705.5084,34.652596,69.67214
754.13153,891.3727,30.102215,53.22178
737.5567,1067.4086,25.779625,52.343197
770.7148,840.5783,30.602285,51.615925
679.48816,824.3921,37.41363,57.218796
769.45044,805.179,29.052637,62.4314
777.4106,955.4065,22.629257,49.38753
634.73267,786.58435,31.474224,67.4433
729.0775,1060.4559,25.904566,39.304344
730.82446,853.90485,31.396889,45.624714
771.75165,870.7627,27.210936,62.332516
706.3681,1079.4714,24.021643,58.546345
746.4539,1085.2062,24.48489,55.964455
645.14545,1023.17737,26.935036,55.21179
697.88416,1050.6265,25.998589,55.771553
672.8995,888.53296,30.561209,65.09595
727.00604,1048.4979,24.630974,61.8149
728.2739,774.9043,35.219803,52.789543
767.14984,856.32355,28.783495,62.4314
743.3928,1068.511,25.240107,48.882347
709.8374,1026.1322,26.356762,56.362686
776.6688,1025.7277,21.834894,53.006245
768.6403,906.9086,25.18047,51.267937
733.4896,839.21954,30.584545,66.97988
704.4484,1081.3685,24.615995,58.776974
673.7135,1065.3794,25.173862,61.372555
688.11383,1092.8162,26.410828,37.735485
642.4398,761.6292,35.297302,68.641045
792.87244,795.8588,33.397964,62.752865
726.18945,832.8568,34.11526,62.540813
757.98505,793.74915,34.429867,62.667942
724.9833,895.6583,31.246433,63.511417
792.36755,796.6614,31.643154,62.361866
769.18744,823.95734,30.29395,53.420574
748.65704,848.82544,30.59231,55.96079
734.01056,1085.8265,25.347292,52.32447
769.62805,1059.5956,23.747744,63.053097
708.8874,1060.93,25.124577,64.55939
776.4237,1085.1228,23.858456,45.161568
734.4849,751.7309,32.733494,66.81491
680.48175,1098.4745,23.336023,47.755974
698.17737,1097.4438,23.020685,47.74374
706.3754,1100.0988,20.807024,44.816055
675.76495,1112.885,19.126936,45.623104
706.6218,1103.4088,19.082743,44.040314
683.17676,1107.869,20.551052,44.310947
705.6623,1100.2351,18.989729,44.53885
708.465,1105.8917,18.808472,38.863823
698.71594,1096.3015,20.988422,47.291485
766.65045,884.62415,30.239393,53.258286
690.8245,1061.8721,23.902527,63.519104
651.86145,1063.2262,26.681509,54.98248
773.2374,786.4836,33.473484,62.633408
751.0348,924.822,29.365366,52.450153
747.2372,1041.2954,25.469927,44.24065
686.82733,1005.13165,24.950514,68.31467
742.6595,988.5157,25.909082,53.20896
774.15845,775.81165,33.51171,62.244465
721.88464,912.75665,27.347061,62.022408
788.1424,788.9664,34.198013,52.83613
770.8274,1082.889,23.907202,53.752007
711.4323,861.18604,26.050074,66.032745
752.8744,1069.3146,24.719149,52.99951
759.4094,804.9426,33.71449,62.539593
685.3586,1092.2247,26.24255,42.588814
768.77747,838.3234,30.712786,62.19281
605.7938,867.2724,32.21857,60.23458
778.1352,1058.9163,24.528847,45.75648
610.5816,1034.5201,27.345081,51.97502
743.9011,995.4552,25.294376,65.85171
747.24774,844.2506,30.60485,66.06485
683.8557,1062.389,25.028412,58.213467
776.27966,1081.8464,24.60556,45.274117
757.55005,909.21844,29.131105,43.673653
749.3508,851.41284,30.085188,62.920444
702.77716,846.0947,31.809168,62.025063
762.893,896.83826,24.444044,62.16822
752.03796,1067.3254,24.131205,54.442238
626.3897,1075.2142,26.921055,57.30881
660.39703,793.218,36.185856,64.84803
679.3272,731.93243,35.01472,66.1484
765.6195,880.20374,25.129192,62.826332
694.54926,1059.6965,25.978888,50.366844
773.8771,1087.5444,23.280514,52.77321
737.96265,1042.808,23.200981,64.197266
766.0838,823.3392,31.089006,51.28947
700.03296,821.7254,35.49928,61.985878
746.16235,1056.7424,25.688177,40.704082
725.22864,905.89026,29.532347,62.039654
766.1217,808.802,33.756824,52.789543
777.97516,829.0079,26.686758,51.00887
764.8184,809.70245,33.25158,62.53458
776.5449,1000.60565,23.275225,52.482876
772.7342,1029.3027,23.589321,54.276596
756.80853,869.02325,30.084526,63.358654
769.81464,1045.1688,23.504007,61.78674
732.4813,747.59265,32.727844,66.847015
755.9565,804.81885,34.458508,52.490723
678.8604,860.73206,27.68627,66.822495
570.75214,1021.2382,27.829895,51.12716
757.3276,1077.614,22.317062,54.67868
730.4389,885.0534,29.999205,62.607048
766.5415,881.485,26.450396,62.712624
683.0884,1021.78406,26.73328,51.14227
690.2449,878.7581,30.555609,63.63861
774.02075,1068.0641,24.38244,53.184616
720.072,808.3639,36.57036,49.592773
771.5355,1083.7329,23.13845,54.000275
773.81604,1062.373,25.087328,43.010742
769.55914,920.0109,25.172241,43.53956
765.315,1026.6155,23.088493,63.696014
655.8858,1062.3563,26.620668,55.08967
768.26794,909.9841,28.634962,54.258606
753.0127,901.82947,28.768501,61.44467
722.89215,1066.1785,24.098526,62.06262
781.7505,1001.47156,21.727474,41.081425
682.2365,795.3854,33.727524,64.35183
706.3638,833.9017,28.65175,67.84037
688.9912,880.2256,31.54769,61.287933
768.7296,1045.7656,24.100258,63.020992
780.09467,1066.9812,22.88062,46.197845
766.9255,883.89514,30.161188,62.399296
776.61847,1077.5209,24.310953,45.12936
607.94055,862.8607,29.38225,66.21003
748.19006,1067.2761,25.85885,32.875706
660.39703,792.547,36.188774,64.84803
748.52704,1030.9196,23.064697,64.69347
741.7353,1072.3739,25.298992,38.712894
702.06433,1059.0298,26.69745,39.01322
674.7024,1091.0931,26.397451,44.402943
778.2372,906.11786,25.768929,44.96691
763.57776,898.48334,27.192406,55.042988
653.44794,834.4041,29.553093,67.92796
771.2997,808.4434,30.10502,62.04818
740.72406,1035.1042,23.406002,64.80876
715.68225,994.44495,24.430845,68.42997
702.40826,1067.9325,25.903584,57.248688
757.1304,1091.436,23.27832,53.802475
796.87463,780.7567,33.48617,61.739876
706.59656,1061.4639,26.700018,31.108854
760.15424,1062.6548,23.832779,62.878044
763.94,883.27356,30.222034,62.629925
765.345,896.20905,29.561403,62.399296
614.18616,769.9155,33.661037,66.91309
711.21857,807.83936,31.717926,65.37267
730.04865,1012.0035,24.450003,68.31467
763.785,1061.5891,22.654276,62.21825
770.7238,837.8026,30.503134,52.104176
762.83295,896.8649,29.525259,62.323307
774.56085,972.42944,23.364532,52.901215
740.4593,879.1556,30.53036,62.761997
774.1627,1050.7413,21.932314,53.006245
644.85406,912.2452,32.495464,55.229187
662.9145,883.236,32.616627,53.38845
641.36285,1095.1777,25.5218,42.358437
628.4311,1040.9817,26.180553,62.941654
698.685,790.916,33.135376,65.87933
721.46027,1037.4386,25.1781,61.94051
670.83215,924.83936,26.63055,66.39006
774.9154,1062.6804,21.718126,52.741
753.9938,848.8487,25.678238,66.032745
765.51154,775.48315,34.205902,52.041527
738.72516,1047.4893,22.670712,64.840866
743.33264,850.58826,29.785065,66.06551
753.2132,1028.8407,24.538387,66.686554
757.14374,917.32434,29.622833,60.971672
670.2639,1033.3528,25.729553,64.74164
750.7285,1054.1715,25.830564,32.875706
736.64465,1030.6243,23.74825,64.840866
732.17267,1061.6522,25.757189,53.884094
635.90027,1003.36554,26.659725,67.84253
674.4806,925.7352,25.978592,67.22491
631.55365,754.55975,36.607754,65.843864
617.6481,1059.5419,27.914936,32.9104
731.18085,1006.9461,19.442907,67.96354
709.06537,766.2333,30.976059,67.808266
763.68115,1060.1865,22.791046,63.020992
767.2992,898.3366,29.732874,59.40225
765.3393,906.7851,29.464853,54.258606
778.6546,1088.3934,23.05618,45.161568
665.1091,766.1546,36.181118,65.2276
745.29205,805.60016,32.379623,64.03708
778.6523,906.02136,25.780743,44.374405
714.94037,1006.7506,22.510832,68.36318
742.45435,1068.803,25.818659,32.99081
748.83575,895.93994,30.24146,60.72712
745.4782,1068.571,23.819248,58.5269
773.86273,987.70605,23.116562,54.398376
592.62335,1000.3977,27.38536,54.818966
738.5964,1059.9702,25.968927,32.606556
768.87164,1063.4369,22.894732,56.876698
612.9817,1023.0517,26.267162,63.600555
736.83545,899.53143,20.5249,67.71687
739.1259,874.07605,26.210499,64.15238
742.9706,1057.7255,25.79003,42.442337
651.7523,732.5881,37.59336,56.101234
733.47394,1005.6793,20.471708,68.66009
744.4614,1027.9325,25.8141,53.435726
727.4068,840.8663,34.329433,37.95136
697.51025,1067.3574,24.723097,59.76534
679.89215,824.8573,36.95668,43.720863
756.317,901.8517,24.575487,61.035393
749.7064,1072.3268,24.722916,52.689613
704.4032,862.78546,31.042864,63.815823
637.88556,1000.69037,22.749071,69.26275
715.1894,838.5258,34.744057,48.581085
799.9341,754.39795,33.974873,42.213043
716.88336,796.8677,36.48018,50.781017
692.7144,746.6965,31.92811,68.489624
691.1437,777.8827,26.853287,68.18302
776.0317,923.9743,25.03546,44.374405
748.0988,1050.6182,24.564531,58.5269
744.70483,1079.3892,25.683933,33.781994
768.89453,1064.1732,24.672098,54.000275
740.0502,1001.92914,20.53615,67.25679
695.3298,956.8654,25.361639,67.21477
800.34705,789.2206,30.959015,61.739876
699.706,792.3071,35.25138,64.39273
654.0787,1053.0815,27.26775,40.894703
775.21204,1080.641,23.074009,52.02157
591.2185,1056.9738,27.254143,53.622383
673.2754,889.02545,31.708435,60.81612
750.9246,945.9588,24.952953,57.17621
762.5478,940.2034,19.651606,64.05527
699.5445,754.97375,36.821835,46.257347
766.88745,1045.3763,23.951326,63.053097
667.4664,801.7963,36.684673,61.691723
778.21484,1004.43463,24.395752,48.165916
523.0234,1008.56946,27.051388,60.035217
751.02344,1041.1273,23.181362,63.484158
711.7267,1038.9408,24.98808,63.68509
716.3054,1030.9695,25.689625,56.51095
702.13165,799.52155,36.559284,51.30721
759.1486,820.94867,33.429615,62.266716
712.9711,831.1967,30.517439,67.84037
798.86475,777.60474,33.71864,41.957863
770.11505,886.2197,29.656761,62.399296
711.3446,948.467,26.069952,66.41297
749.5851,922.0767,29.965502,52.450153
714.775,1043.6725,24.421242,65.57648
768.9975,797.465,33.136955,63.236816
693.89026,717.5127,35.727573,67.81927
777.0072,1004.4619,24.40347,48.81061
718.1806,981.1821,25.657982,58.60157
709.4489,1064.6449,25.423288,55.798927
728.75824,777.8827,25.871588,68.18302
755.6809,1058.8661,24.164267,58.55993
726.1749,905.3922,27.772953,61.83803
749.4923,1003.7313,25.49987,48.596756
626.2543,1075.3085,26.896671,57.30881
744.00574,1044.2085,23.806019,63.46548
738.052,873.6168,20.032604,68.091644
729.6041,758.3147,24.720837,68.18302
764.5085,889.3379,29.619093,61.87024
732.9371,990.65063,24.593975,67.275085
709.24084,908.8611,31.133333,52.708637
708.4237,716.7624,34.97173,66.870255
745.035,1059.8977,25.503607,42.442337
763.14905,1046.7448,23.953796,61.964973
794.85187,777.46454,30.446548,61.996613
773.80585,1064.2334,22.399736,53.70035
712.18134,867.3767,31.774755,55.197872
739.3123,1010.33875,25.076843,62.968006
588.65735,1040.8198,26.523453,62.44545
678.2832,1078.3475,26.304632,47.58048
747.9428,842.5069,26.579845,66.823875
727.201,1061.9015,20.11966,62.954212
694.4154,796.3585,32.219376,65.024574
761.8259,810.9985,33.8731,62.022408
607.69806,1015.8921,27.257381,54.62596
740.06635,896.6793,20.756897,67.67647
766.8509,1075.5916,24.560217,54.000275
755.8165,1041.8534,23.832544,63.1455
769.38165,823.1021,30.300804,53.944427
595.4542,1023.03253,26.528719,60.02143
584.4716,1066.4988,27.253017,53.753628
735.669,847.8821,25.288057,66.45082
721.3616,1067.6019,24.733171,54.74546
778.46155,887.1741,24.842524,44.950623
703.2859,981.3286,26.745205,43.971134
749.5851,922.0767,29.965502,52.450153
758.0097,1041.3358,23.11518,63.1455
652.8393,747.37885,34.583435,68.297325
715.7479,830.8374,29.66023,67.84037
623.9366,1091.8778,26.895287,55.016037
801.5097,792.9176,30.14415,61.306396
617.10846,1052.6888,27.91605,49.63183
674.1499,727.718,33.091064,68.67788
751.46747,1040.0531,23.698008,64.012474
681.16254,830.01056,36.67658,62.804108
765.49384,886.61725,25.182102,62.234337
733.1625,1042.9617,26.279533,42.52517
724.2607,988.4347,20.228052,69.01694
752.5355,829.7423,34.085667,50.635624
722.41626,1041.7579,25.224228,61.858784
801.69617,765.595,31.586617,39.30324
768.0261,1064.7556,23.497076,62.14226
694.488,1045.2438,25.159056,64.61712
674.892,910.4139,26.497608,62.593407
622.4694,1091.4231,26.895287,57.232822
631.8725,1024.8672,26.178272,63.017643
794.8916,721.84937,33.82296,59.979008
728.2881,1044.8918,26.718578,20.421204
670.3513,774.95795,36.75847,63.340343
589.5044,1058.3927,27.276455,53.622383
729.5058,878.80707,30.963154,55.015697
760.69214,796.6869,34.661312,51.718197
740.99146,1083.0542,25.873075,43.973392
768.06854,1061.8881,23.250534,55.98482
750.39374,1089.1713,23.718817,54.787132
750.9645,890.94293,30.251556,51.458694
748.4322,1070.1134,23.883593,56.533943
704.6834,876.0686,31.658363,54.589737
744.5311,927.42395,21.323145,67.36063
770.2731,809.5842,30.198862,62.332516
705.75116,1101.4529,18.79239,44.916553
637.2899,1094.179,19.043522,49.660114
706.28973,1100.1425,20.456697,44.852047
700.34033,1101.7411,21.162188,44.040314
707.41113,1110.8859,18.585602,38.302116
680.48175,1107.4138,20.874277,47.75357
707.31354,1100.5867,19.931288,40.181015
705.7369,1100.2603,18.813946,44.820023
798.289,778.156,34.10292,51.884857
693.5522,772.1448,36.789154,56.786003
791.3324,806.96924,32.64484,61.926033
748.017,1042.0292,25.242441,51.271156
763.7523,1064.4319,18.923443,63.333103
679.73303,823.8291,37.411446,55.889458
700.44775,776.42175,36.197563,54.110996
644.6728,1026.1372,25.691742,66.307816
709.34595,782.01434,31.88292,66.62608
776.55896,1068.9756,24.69049,43.87795
778.39667,1062.7422,24.738098,45.57232
602.2779,1025.9377,26.529846,58.531113
718.07495,1084.081,24.744072,53.87459
718.6055,888.5995,29.95301,63.67218
683.48755,1056.5057,25.827951,61.972614
769.59503,834.26556,29.724142,53.343903
602.2779,1025.9377,26.529846,58.531113
738.38617,826.36957,27.500715,66.9452
742.5298,1066.5674,25.993547,30.839722
780.2737,809.70135,34.157703,52.49157
678.6451,766.7375,30.84765,68.087776
683.975,1044.6221,26.229124,53.847122
739.0898,1085.554,25.875248,39.16287
769.13934,882.9303,30.12152,58.744972
656.64056,753.4079,37.56905,61.03556
762.1161,1039.5603,24.064962,64.012474
666.6951,907.917,32.666912,53.26546
767.46265,810.0836,32.813152,62.434074
676.31274,845.7669,26.116186,68.087776
773.71576,1084.6892,24.597898,52.77321
685.7558,684.7123,34.155384,68.22343
529.0856,846.55945,32.74337,62.892273
676.6777,844.6244,32.30481,66.79029
633.77765,1074.309,26.402493,58.143658
689.9819,1003.07806,25.139017,67.964294
744.2564,829.9265,25.67682,66.893135
616.7455,1066.3506,28.003302,33.486637
774.4945,1049.4945,24.346289,51.95479
771.91003,1049.4083,20.91058,62.954212
724.46136,888.7297,26.499598,64.06092
727.4319,1007.1914,25.606497,67.04926
590.3519,577.2537,38.054817,58.723793
581.6949,1008.0107,27.191818,56.572056
735.7151,1067.2334,25.28,53.297363
704.6751,1086.5717,25.107422,45.3588
754.8439,892.83264,29.494553,62.4314
710.3559,734.5492,37.038143,61.167004
768.0973,1046.1957,23.947624,63.053097
749.09436,904.4957,30.649412,53.4841
732.10046,1042.6376,24.640821,63.053097
731.09625,892.9624,26.077084,62.405014
776.3897,786.67883,33.52328,61.65206
685.72626,1045.185,25.987537,61.621754
748.3511,1061.2563,25.76428,34.575764
665.1915,768.1479,31.361649,68.0919
759.27686,815.595,33.35634,61.7283
659.4772,1000.68146,27.004154,62.251938
776.53143,860.4988,24.91924,49.46471
616.88055,1010.4545,27.33729,54.16621
793.3525,741.9541,34.119335,51.138123
726.6142,879.4229,31.03605,62.7941
710.8261,1045.3892,23.92215,64.72557
769.5322,1059.9674,23.515282,63.053097
726.29486,761.6899,32.397465,66.774796
754.8439,892.83264,29.494553,62.4314
696.3742,1042.2039,24.844187,65.08828
688.5252,1004.6435,26.229206,63.22959
800.4194,795.8446,31.355621,40.744514
737.5267,991.9239,20.660084,67.436615
794.4585,783.3419,33.620453,61.958138
776.1819,1013.045,24.274883,49.769966
769.76056,1046.8274,21.709793,62.986317
705.748,773.56976,34.595253,65.377304
711.0909,1071.5881,24.206747,63.329166
589.96204,1075.3085,27.260855,50.693752
714.89874,1060.8734,24.063145,62.291756
756.34534,1058.7369,24.17742,61.658276
750.00775,903.2867,29.657516,57.29954
720.8156,843.2252,32.849476,42.3043
720.80963,1056.8579,24.930252,63.123993
768.91205,971.1455,23.921356,59.726707
704.55817,1072.7762,25.752672,52.92796
690.36707,972.67804,24.941488,68.17172
702.1377,822.8336,31.429405,62.548786
780.7875,1067.8176,21.902966,43.494728
773.21716,1071.0132,24.637625,54.03238
617.35046,928.08203,27.488672,58.580677
765.9995,983.30664,23.217676,63.260845
799.2749,795.936,31.618402,41.00376
806.5018,764.1711,33.7078,38.019768
740.18713,844.93964,33.2243,39.830627
637.52454,1080.6228,27.328419,37.44924
649.2201,880.7474,32.45602,55.05923
720.7967,1006.1402,19.29555,68.97653
796.47394,766.41815,33.962044,52.49157
674.00616,974.36115,25.84744,68.009
709.7398,862.70435,30.21667,64.32419
772.68225,794.73834,33.72691,61.812042
751.406,1004.956,24.799845,66.65445
629.65515,843.0031,32.129013,67.65611
579.8639,656.5945,38.189686,63.593742
774.11206,1056.781,24.952906,54.03238
662.8172,901.92084,32.626842,53.6477
744.7308,1056.4153,25.924475,52.010494
772.27014,823.3976,30.409407,52.38455
580.57086,1007.84033,27.087147,63.027237
659.5857,1000.65265,26.901506,67.9964
741.09937,823.63965,30.753735,67.011986
786.14,795.661,33.941032,48.733906
721.75037,1061.3173,25.102953,57.420563
683.1439,1034.7849,26.111675,57.984188
652.92444,875.98663,27.083334,68.91723
766.3329,959.9912,19.714785,63.479103
694.3359,868.41833,32.636433,56.07153
639.6221,1094.9224,26.56279,34.35993
696.2291,1078.2301,26.606604,40.488514
616.88586,989.8656,27.485548,63.027237
752.3717,950.0708,24.792215,62.207855
769.79236,983.46106,23.762169,59.33428
637.1991,1041.6718,25.837353,64.46677
716.5973,881.83167,31.992388,52.656242
766.3329,961.0604,19.668163,63.479103
737.5267,992.00134,20.636478,67.436615
745.49316,737.0095,34.83002,65.69597
729.0412,1013.52606,24.66801,63.020992
775.757,795.8755,33.232117,61.958138
758.9667,695.3965,34.206696,57.046783
744.66547,928.96594,26.035976,37.53706
708.145,762.035,34.03165,68.47013
766.5486,749.46545,33.80456,58.4518
748.9699,810.86975,34.32333,51.715088
648.7394,722.9176,37.708687,67.52021
716.96606,782.46515,36.67593,45.145714
714.81244,1083.2576,24.929579,53.887157
800.9774,794.1002,33.659683,42.4452
711.84436,819.19385,31.651712,65.59271
714.5562,925.4044,24.98586,67.26253
767.1474,1065.0753,24.864107,52.91716
703.8524,727.7196,34.22485,67.11848
771.4168,1060.0491,24.856781,45.152264
780.51825,1074.9524,23.926722,44.9961
747.41223,1026.3671,25.244225,57.04086
648.99164,1004.95386,27.3548,63.445404
669.0972,1093.4899,26.804167,39.783314
666.66846,777.6164,36.474392,64.13493
666.1807,769.2263,33.193253,67.79079
671.7595,817.3125,31.171627,67.16192
650.7479,933.20233,29.07482,55.889458
718.49194,898.60596,30.08306,61.978333
762.36646,748.4343,35.005478,45.920113
735.11584,907.052,20.996529,67.63635
637.8484,926.1135,27.412642,57.52196
703.1226,890.11414,31.573586,53.368294
776.93604,1011.9884,24.255726,49.769966
598.60645,1073.7648,26.757893,58.143658
681.10547,1040.3948,26.3566,53.417233
724.26935,1059.3176,21.346544,65.25756
772.59015,816.60535,33.516235,61.32339
743.51807,1026.5974,25.825785,53.435726
769.4792,831.9089,30.43474,52.296124
680.26166,1059.3918,26.546606,54.529037
685.0902,802.71326,33.109455,66.34318
743.0322,1070.1183,25.726145,38.63103
753.2906,1083.5997,23.831537,53.52446
765.1979,944.584,19.661238,63.894276
762.8427,807.73376,33.312553,62.01486
666.3452,1008.7806,26.40649,63.14911
668.99457,917.29047,32.13801,44.92839
685.0412,900.36975,30.820469,57.7279
695.52924,794.2381,34.212353,65.05411
711.3642,861.8461,30.35792,63.753464
670.8003,1039.867,25.99132,62.00353
638.1179,919.5554,28.442501,58.584675
739.066,866.30634,29.526888,64.952644
708.7291,1056.9653,26.530743,44.108715
680.9663,1012.56616,25.639742,67.04926
596.9223,1078.8551,26.929838,50.693752
641.26385,1017.81323,27.430923,37.99712
771.3532,1062.8627,19.448261,55.222805
661.69617,1060.87,21.112272,65.29783
701.2405,749.22723,37.500275,60.39823
756.5901,788.4794,33.479637,63.053986
707.61224,812.5459,27.142204,68.166855
705.2084,1085.4554,25.691298,43.339725
676.8822,1068.0891,25.975058,53.64438
670.44006,877.4123,31.91067,64.26456
729.87714,1040.3939,25.637686,54.219975
775.04803,1038.747,22.381618,52.97414
768.27405,972.7578,25.223713,50.756252
773.4216,829.74146,29.66581,52.352444
771.4544,902.05786,25.917524,43.53956
711.4762,1071.7644,25.93184,53.56839
751.4923,845.08435,30.294811,61.159462
733.6893,998.7145,24.680868,66.79884
692.2776,854.2692,32.668568,65.593376
741.6851,1041.2229,24.338955,63.4158
682.2497,1098.0739,26.230724,34.856133
687.1531,1039.3031,26.435617,54.79105
751.9062,944.6344,20.828054,66.72933
700.3006,1079.9741,25.810423,54.615677
723.8907,1057.4291,24.196857,62.186146
673.4556,1023.9394,26.624882,56.943474
691.6298,1095.4518,25.102842,48.43677
695.6547,1031.3517,25.607439,61.50783
721.67053,1053.212,25.780962,54.479225
706.08746,1067.0349,18.890505,65.73467
702.64136,1085.1669,25.721615,39.30492
646.71246,714.15845,37.392326,68.05406
650.0526,1063.3901,26.376747,54.520924
730.8164,1069.3583,25.399324,51.110733
762.5175,889.4367,30.165037,53.258286
726.6787,934.29297,26.657646,56.03965
667.1229,1059.9497,21.10303,64.80397
754.3789,1045.055,19.440567,63.79321
644.13116,1008.55444,26.907558,64.45759
744.43787,1008.2086,25.0682,65.8196
697.2936,786.7513,33.75915,66.21418
682.35455,1098.7998,22.997278,48.61669
759.158,1067.0746,24.422007,54.713356
775.9273,848.4304,25.535673,49.164894
768.0278,883.0883,30.1413,43.606335
710.0638,1068.8865,25.949913,53.875008
669.11774,880.8238,31.888805,64.18857
719.2913,831.87463,36.076878,61.763184
703.6494,842.8925,25.272808,68.97197
719.0804,879.3943,20.2864,68.69299
663.0202,833.727,27.062996,68.35148
623.14624,1095.7843,26.580873,43.15428
698.10004,947.5568,24.903708,67.896324
690.37494,1056.918,25.75715,64.585014
772.281,1086.4204,24.548346,45.23964
799.9064,758.0522,33.72014,51.62561
669.62524,1067.1003,26.324587,55.088444
729.47473,900.346,30.966553,55.15947
680.2191,1074.824,26.27876,44.641464
759.57367,1059.5767,24.498636,54.242275
681.4578,1070.6075,26.023497,46.51282
769.7553,919.4591,25.7625,43.534607
756.9255,775.10645,34.53812,61.609592
750.04565,1041.7449,23.760004,63.341198
696.71277,1083.4615,26.243238,38.799343
638.3585,877.15955,26.221146,69.11575
680.0126,1062.3986,20.039387,65.22126
688.3352,991.91516,25.740314,68.31467
723.0573,811.7139,35.647793,63.629185
771.6813,1060.1937,24.695566,53.02328
595.58417,1076.7169,26.763325,58.143658
634.003,1027.9,27.475586,48.255913
655.32043,1008.5109,26.378708,63.744476
713.60657,1051.2947,20.308392,65.73467
666.6951,907.917,32.274143,53.62754
755.04663,952.6795,19.546968,64.47041
797.64404,809.4982,31.009418,48.94203
723.8848,797.16486,35.77944,62.52547
728.6711,1026.9178,25.725811,54.219975
720.2525,820.8865,35.98979,61.763184
702.22473,1041.7473,25.03483,64.74164
640.0481,1091.684,26.253496,50.84398
715.0712,1072.1393,25.519983,50.30881
798.5538,793.8612,31.77815,51.715088
743.75104,798.2406,34.603855,50.92987
675.0327,990.7535,25.048685,68.42997
669.34326,858.6511,32.672302,65.9127
641.01166,1095.2261,26.305841,33.8662
