f1,f2,f3,f4,f5,f6,f7,f8,f9
49.79,-351.518,-558.793,709.222,870.367,1611.645,1302.551,854.273,977.764
270.283,141.353,-151.247,448.008,809.699,1344.105,959.109,766.007,635.46
58.6,-180.714,-327.048,276.315,753.457,1054.221,1065.386,1065.386,962.915
-10.693,-512.268,-658.601,671.453,968.795,1689.811,1418.624,972.163,1095.543
339.708,-133.723,-426.323,1105.662,1523.846,2053.554,1466.046,573.508,475.2
-46.981,-639.867,-786.2,804.317,1066.919,1868.769,1526.969,963.594,1128.114
-310.889,-941.333,-1087.667,728.2,1250.711,1382.511,1339.178,1339.178,1093.556
-28.923,-1297.897,-915.231,1134.615,2078.462,2304.872,2061.128,1059.077,1012
466.681,-333.282,-376.33,1830.879,1417.802,1739.817,1409.04,-28.176,-162.286
401.627,178.401,-26.548,585.276,1224.977,1376.583,1075.291,744.302,311.987
273.367,266.681,22.984,400.369,1078.8,1263.207,650.896,728.075,215.74
311.081,121.322,-71.964,422.78,1021.052,1272.35,989.021,850.642,456.883
385.201,136.231,-57.055,582.949,1247.461,1404.617,1105.739,769.28,343.998
179.109,11.74,-288.631,499.327,1021.085,1142.828,906.68,906.68,537.241
200.771,58.968,-233.632,442.864,956.475,1135.545,894.742,894.742,560.78
167.087,-16.821,-309.421,497.6,1034.369,1158.703,924.215,924.215,556.569
504.119,-486.635,319.121,440.622,1581.216,1949.01,1073.768,709.168,752.566
-431.653,-1741.367,-1148.153,192.528,2123.156,2635.275,1831.214,1777.197,1722.648
-374.469,-1914.278,-1266.894,463.6,2364.592,2878.278,2246.543,1660.829,1771.922
-368.808,-1741.04,-1273.688,495.304,2223.058,2705.04,2294.098,1668.754,1770.79
-435.798,-2010.117,-1322.094,181.117,2015.291,2628.327,2259.648,2010.431,2065.902
-336.119,-1955.155,-1286.125,446.109,2312.267,2717.897,2337.856,1901.675,1720.989
-302.736,-1669.869,-1023.108,584.593,2415.725,2911.994,2264.715,1552.923,1559.81
-246.262,-1791.644,-1252.958,619.679,2300.488,2833.684,2363.602,1680.338,1699.457
-640.423,-2231.357,-1649.154,338.545,2086.58,2449.496,2147.716,2147.716,2006.417
312.813,-571.821,405.276,73.868,1463.654,1620.801,815.752,865.545,941.508
322.82,-436.396,152.428,514.885,1528.348,1949.787,1059.756,582.478,785.283
286.725,-761.588,226.11,51.206,1260.707,1690.972,1029.533,1029.533,1187.822
384.571,-347.886,602.113,597.438,1834.089,2153.353,1055.053,418.142,529.132
422.334,-668.24,-222.714,1332.944,1815.583,2531.276,1507.493,378.738,632.904
656.626,213.439,852.962,560.665,1148.34,371.872,438.715,269.175,-325.607
-579.081,-2065.106,-1163.928,-78.163,2180.878,2250.932,2116.892,2086.733,2132.158
-808.203,-2259.34,-1316.386,8.729,2377.113,2654.717,1922.952,1770.952,2110.32
-704.202,-1717.336,-1312.386,204.73,2031.11,2434.716,1894.952,1658.952,1896.318
-506.639,-1840.812,-968.529,252.332,2385.617,2595.804,2202.109,1763.06,1830.454
-499.816,-2147.98,-1300.878,307.429,2427.265,2680.694,2395.286,1809.571,2014.163
-533.776,-2220.562,-1339.724,15.439,2052,2389.331,2432.026,2196.673,2313.707
-399.606,-1872.317,-1032.746,427.782,2461.098,2680.974,2435.612,1727.549,1795.706
-337.769,-1992.978,-1283.264,504.703,2346.242,2624.33,2543.242,1834.231,1922.571
-729.319,-2431.795,-1657.219,178.493,2130.542,2216.708,2324.594,2324.594,2246.025
-727.884,-2368.045,-1455.089,100.015,2245.505,2745.036,2243.907,1899.657,2268.055
-486.091,-1954.944,-1111.439,440.096,2515.885,2837.451,2349.615,1627.497,1817.681
-819.218,-2497.68,-1722.891,200.19,2176.966,2354.109,2236.619,2236.619,2252.082
-322.452,-1354.738,-1020.273,557.112,1997.458,2504.163,1954.153,1282.453,1532.828
-635.976,-1889.062,-1451.554,273.227,1939.734,2550.615,2219.162,1800.679,2078.936
-441.422,-1722.154,-1109.721,524.279,2367.277,2742.961,2337.589,1579.393,1725.767
-560.123,-2219.658,-1533.373,361.135,1955.574,2648.18,2451.403,2017.759,2254.429
-670.71,-2359.154,-1512.857,-26.757,1950.836,2299.721,2350.495,2350.495,2415.673
-362.22,-1809.434,-1068.905,612.47,2469.62,2814.692,2456.696,1617.051,1715.077
278.276,-633.005,279.401,90.22,1131.116,1282.826,1385.607,778.986,654.445
-559.922,-2219.31,-1534.357,364.113,1955.828,2649.989,2451.775,2015.927,2253.184
-764.317,-2452.762,-1767.81,305,2097.111,2274.254,2306.492,2306.492,2227.127
335,-955.889,-672.556,1156.889,1273.556,1974,1884.556,606.778,714
251.444,-908.333,4.333,-432,721.111,706.444,1256.111,1294.778,1120.222
231.031,-1056.518,-135.805,-450.998,561.565,758.335,1423.22,1423.22,1311.842
439.407,-743.546,-58.262,-45.623,821.61,1110.299,1354.871,1062.844,837.236
612.126,53.68,682.497,326.026,853.074,33.041,607.166,463.702,-210.192
433.133,-181.747,233.257,-249.197,355.239,464.382,997.598,997.598,810.96
399.882,22.296,-3.918,1400.994,1384.004,1982.366,1385.496,-36.852,3.585
