f1,f2,f3,f4,f5,f6,f7,f8,f9
359.311,538.966,0,1066.757,1887.729,1075.969,322.129,56.156,168.468
0,0,0,924.459,2314.623,1075.969,322.129,-93.273,616.754
0,0,0,909.996,2358.012,1209.015,380.877,0,0
0,0,0,1045.631,1951.106,1288.955,578.681,128.765,386.295
356.019,534.029,62.431,1048.707,1848.233,1010.084,316.55,73.424,220.273
0,0,62.431,908.054,2270.191,1010.084,316.55,-76.004,668.558
0,0,200.808,879.875,2147.163,1128.692,421.038,0,0
0,0,268.085,1109.403,1357.664,1186.359,771.927,264.389,793.166
570,-380,-380,1181.571,1543.286,848,-57.829,170.114,168.429
0,0,0,1040.561,1966.316,956.571,160.09,66.441,767.939
987.802,-313.031,-226.655,1272,1272,941.465,108.601,-176.427,529.281
1005.999,-406.223,-304.428,1254.158,1272,889.983,62.974,-158.19,474.571
788.609,-409.148,-380,1272,1272,848,-54.081,-7.969,522.794
1237.944,-251.593,-108.167,824.251,824.251,627.168,116.5,-213.415,640.246
834.079,857.507,1001.518,403.806,403.806,493.719,410.197,-235.713,1147.685
813.704,712.253,1153.272,380.635,380.635,594.815,551.714,-303.042,1149.882
720.658,650.222,1060.225,380.635,380.635,568.23,590.114,-202.61,1318.252
605.18,403.453,605.18,1272,1272,1264.878,539.155,-293.519,880.557
527.069,351.38,646.789,1212.14,1272,1209.78,542.67,-274.921,824.764
889.943,593.295,889.943,716.246,716.246,840.338,578.164,-327.417,1185.667
380.752,253.834,380.752,1272,1272,1274.112,647.336,-99.072,1143.286
8.216,5.477,267.349,1142.433,1272,1181.033,756.8,105.865,1225.904
817.101,544.734,817.101,605.249,605.249,745.528,645.224,-211.795,1428.473
1432.401,-121.955,86.29,389.039,389.039,337.026,116.5,-259.714,779.143
984.618,815.52,793.689,569.574,569.574,604.231,410.197,-264.978,1235.479
454.312,302.875,454.312,1272,1272,1548.375,756.563,0,0
783.331,522.22,783.331,1225.661,1225.661,1250.43,585.748,0,0
522,348,716,1175,1272,1272,636,0,0
752.885,501.924,837.865,1122.281,1164.771,1173.035,594.781,0,0
658.411,608.724,997.978,380.635,380.635,715.016,752.776,165.614,496.843
638.169,425.446,638.169,935.338,935.338,1082.255,745.09,163.821,491.463
20.082,0,272.755,1135.622,1272,1167.411,736.367,257.25,811.914
323.406,385.388,873.616,275.314,380.635,635.281,829.536,257.25,771.75
0,0,303.25,1120.375,1272,1216.5,810,257.25,771.75
481.62,321.08,667.922,529.089,622.24,820.691,866.047,257.25,771.75
1004.12,-128.23,-499.778,1272,1272,907.889,1.311,28.633,0
1066.663,59.134,-322.524,1218.271,1218.271,918.429,102.21,0,0
987.967,-89.244,-380,997.733,997.733,665.156,-54.3,131.3,115.5
1109.964,300.655,12.027,1036.76,1036.76,825.893,212.54,24.913,74.74
1116.43,353.714,94.182,976.284,976.284,786.337,231.177,39.367,100.984
1429.233,35.34,-108.167,571.729,571.729,458.819,116.5,-83.361,250.083
1138.633,538.725,381.628,839.17,839.17,777.055,357.14,30.728,92.185
1123.332,495.007,342.281,786.708,786.708,730.838,373.899,64.35,193.049
755.87,-500.605,-499.778,1147.875,1644.375,907.889,1.311,28.633,0
700.765,-467.176,-438.118,1160.815,1561.966,848,-34.997,93.316,87.479
775.833,-407.444,-380,1166.304,1166.304,777.536,-59.982,193.804,200.732
699.03,-466.02,-436.036,1091.906,1767.304,917.41,60.66,0,0
807.667,-538.444,-472.248,1125.252,1612.949,859.47,17.205,-39.23,117.69
1225,-467.333,-380,870.167,870.167,580.111,-46.6,-43.233,269.5
1253.567,8.785,219.909,774.645,774.645,687.833,257.104,-75.55,226.649
1488.558,-285.008,-108.167,453.079,453.079,379.719,116.5,-133.484,400.451
936.688,343.211,585.129,1110.505,1110.505,1083.97,472.252,0,0
881.305,84.756,252.829,667.439,667.439,854.878,598.758,129.677,389.031
504.627,274.201,621.583,477.565,574.928,780.725,853.409,257.25,771.75
882.982,92.582,262.891,680.855,680.855,637.587,313.944,213.484,377.855
